longitude,latitude,Place
13.7803627,8.7712794, North
78.6677428,22.3511148, India
85.43884569,23.9675151, Hazaribagh
91.2999102,25.5379432, Meghalaya
78.08534856,32.370901, Spiti
77.37572452,28.6628814, Vasundhara
77.3105561,28.4031478, Faridabad
79.41548094,29.29478295, Nainital
77.4894654,31.9986508, Kheerganga
77.1709729,31.1041526, Shimla
74.0114543,15.5626483, Sankhali
72.878176,19.0785451, Mumbai
85.1235252,25.6093239, Patna
85.906508,25.6440845, Bihar
103.9449845,1.32344785, Eco
-105.7561639,39.1089299, Park
88.3638953,22.5726459, Kolkata
77.2219388,28.6517178, Delhi
78.0098161,27.1752554, Agra
75.8189817,26.9154576, Jaipur
88.4338904,22.6671632, Nilachal
-97.0881654,31.9595085, Hill
91.753943,26.1805978, Guwahati
91.70535304,26.1666801, Kamakhya
-97.3427847,31.098207, Temple
-0.075695424,46.2021241, Chail
4.3487044,50.8477735, Palace
77.08200509,30.92589585, Solan
85.3250387,23.3700501, Ranchi
77.6938045,27.5753726, Vrindavan
94.5884911,26.1630556, Nagaland
77.76822875,29.00065255, Maratha
76.25,32.166667, Kangra
73.7684549,26.8105777, Rajasthan
72.8308998,19.05842505, Chardham
-3.8085408,40.4380572, Yatra
78.9398699,30.9943684, Gangotri
81.6628742,19.5885769, Kondagaon
78.1140983,9.9261153, Madurai
78.4740613,17.360589, Hyderabad
73.7388707,15.5975195, Vagator
-104.0043728,46.9180689, Beach
93.9364419,24.7991162, Imphal
93.9229386,24.7208818, Manipur
6.7033325,51.4286611, Femina
-89.7348497,32.9715285, Miss
76.23086566,32.518429, Chamba
76.5120396,10.3528744, Kerala
-3.2058774,55.9459957, Beautiful
-91.5348875,41.5541855, Hills
77.0731537,10.2243433, Eravikulam
-80.0383863,39.5863598, National
74.0855134,15.3004543, Goa
-80.0297464,40.3228666, Munroe
-18.1059013,64.9841821, Island
-122.7776556,39.0505411, Lake
-76.9238532,43.2264547, Resort
76.76326541,34.68003015, Kashmir
93.2551303,26.4073841, Assam
94.9114557,27.0631912, Borpukhuri
77.34932052,31.81676015, Himachal
80.859666,27.1303344, Pradesh
172.507278,-42.414, Rokeby
-97.555905,30.3420882, Manor
89.2343748,51.2086975, Asia
92.112894,25.4115511, Umngot
1.274811068,51.1410065, River
92.0215717,25.1856343, Dawki
81.75,25.75, Pratapgarh
79.84482,6.9343455, Fort
75.6741579,18.9068356, Maharashtra
83.0076292,25.3356491, Varanasi
93.3961114,26.6010242, Kaziranga
76.9628425,11.0018115, Coimbatore
-100.445882,39.7837304, US
73.6862571,24.578721, Udaipur
-79.47351,43.6656329, Leela
-84.8105037,38.4278468, New
73.4669499,16.06064, Malvan
77.6128533,13.8019039, Jatayu
-102.4107493,34.2331373, Earth
1.1443182,51.087821, Himalayan
122.524724,11.4432962, Mountains
24.24203487,56.99596425, Starts
88.45413639,27.601029, Sikkim
73.96235328,15.28976205, Jawaharlal
-7.204735102,53.346792, Road
80.3964043,28.6432554, Baisakhi
47.5255809,-18.9100122, Tana
127.71006,35.16397, Agyang
-99.8860216,32.3434532, View
-95.8713542,32.9315089, Point
-1.914662598,11.675305, Ziro
32.6060423,0.3132141, Lower
94.31944632,27.21097645, Subansiri
73.3438185,18.787747, Khopoli
73.13807095,18.4928092, Raigad
94.6629437,28.6750796, Yomgo
6.7765424,46.1916251, Festival
88.5165449,28.2766151, Kamba
78.2916193,30.1086537, Rishikesh
72.9701779,19.1943294, Thane
-107.085,31.8127778, Mount
134.7674637,35.4044647, Abu
84.01821107,24.9001003, Sasaram
-0.103598925,51.5276441, City
40.2694068,40.947642, of
77.51160822,10.27327535, Kodaikanal
77.60912867,9.5601364, Srivilliputhur
-8.6372772,40.4612298, Andal
96.1644358,16.7741043, Great
82.0235715,19.0870758, Jagdalpur
127.6961188,36.638392, South
147.1257091,-7.8800271, Guru
-15.9460511,14.1682485, Kirpa
20.0272711,49.6194753, Know
94.6394226,26.9834936, Sivasagar
-121.8938787,37.336192, District
91.8825282,25.5760446, Shillong
77.18812183,32.26309405, Manali
76.3196717,32.2143039, Dharamshala
78.1573628,26.2037247, Gwalior
84.461351,18.8484265, Madhya
76.5,27.5, Alwar
14.178373,3.9894393, East
123.0087698,8.4257865, Tamil
78.0700306,27.274378, Nadu
34.5731341,0.5090396, West
81.6172835,28.5970805, Khasi
-9.125862142,38.71227885, Maquinez
73.8282141,15.4989946, Panjim
35.12449292,0.22539325, 📷Nandi
75.7223521,14.5203896, Karnataka
80.9346001,26.8381, Lucknow
83.3012842,17.7231276, Visakhapatnam
109.4246698,-7.0381723, Purana
71.681389,34.415556, Qila
-54.4590898,-29.5637643, Mata
77.3789964,32.00186325, Kullu
-73.6217069,44.2283017, Lush
-85.5346302,37.2433976, Green
88.69827695,27.3257569, Gangtok
84.41448983,24.786306, Aurangabad
92.2099596,25.9983681, Umiam
-85.9228997,39.4735045, Bengal
-91.7968415,38.6219868, Deer
91.7292416,25.2777336, Sohra
91.7292416,25.2777336, Cherrapunji
76.7839109,9.8040499, Ilaveezha
76.09110571,10.53413095, Poonchira
76.9797914,9.8497872, Idukki
76.64553257,9.6287383, Kottayam
76.2741457,9.98408, Ernakulam
76.41241429,9.5006651, Alappuzha
76.9737443,9.2780841, Pathanamthitta
76.76472369,9.79774225, Melukavu
-121.8938787,37.336192, district
76.76444289,9.88303525, Thodupuzha
88.4309916,26.7164127, Siliguri
-86.886673,39.0819899, Tulip
-102.3392806,41.6440533, Garden
85.84553114,20.380465, Nandankanan
-0.152816415,51.53676495, Zoological
85.8394521,20.2602964, Bhubaneswar
92.25,25.5, Jaintia
8.2319736,46.7985624, Switzerland
85.0079563,24.7964355, Gaya
-98.9805484,41.5595723, Valley
77.58227188,32.5038495, Lahaul
76.4034694,10.1338523, Chowara
76.947551,8.4882267, Thiruvananthapuram
92.8687612,23.2146169, Mizoram
79.0820556,21.1498134, Nagpur
14.39326466,50.10934595, International
25.3505677,64.93154595, Airport
-83.7229585,9.5570582, Hotel
92.2099596,25.9983681, 📷Umiam
12.88588808,42.41473635, Ri
76.2563825,32.1870449, Bhoi
81.38339469,18.8640648, Dantewada
55.18853865,25.07428235, Dubai
76.99796611,30.85844455, Kasauli
79.5678952,10.8206435, Tiruvarur
88.1483381,27.701126, Kanchenjunga
78.833333,10.5, Pudukkottai
76.78414567,30.72984395, Chandigarh
80.270186,13.0836939, Chennai
75.8558916,26.9888269, Amber
90.4384171,29.2405562, Brahmaputra
80.91800397,25.8435395, Fatehpur
77.0737325,27.5767311, Sikri
76.45597609,26.01856915, Ranthambore
90.5119273,27.549511, Bhutan
77.6568576,33.9456407, Ladakh
85.7105362,23.6320271, Rajrappa
85.53691565,23.59877595, Ramgarh
80.1936497,12.6195981, Mahabalipuram
-96.9262126,31.2320941, Falls
-8.1353519,39.6621648, Portugal
-8.553692,51.8550758, Waterfall
90.03410406,23.42531005, Reservoir
76.2802137,32.2802168, Kareri
75.8159703,15.9484334, Pattadakal
84.0917139,28.1083929, Nepal
100.8601022,14.6240563, Sri
80.7137847,7.5554942, Lanka
71.745261,22.3850051, Gujarat
83.2777696,27.4823171, Lumbini
78.402548,17.4592214, Vivekananda
-96.2574328,43.6733632, Rock
77.5499338,8.079252, Kanyakumari
84.49504715,26.4110701, Manjha
44.3764101,40.3299561, Karbi
93.5,26, Anglong
72.957028,25.2169493, Jawai
4.892514817,52.3732432, Dam
2.3483915,48.8534951, Pali
9.033333,12.433333, Kuttu
15.4651489,50.5348451, Jiva
82.2052321,26.7990707, Ayodhya
5.466415391,50.5459583, Memorial
93.8026804,25.5403215, Dzukou
80.1863809,15.9240905, Andhra
8.6420159,46.7864413, Uri
74.36221081,34.20500565, Baramulla
72.95933219,19.22572325, Nilgiri
76.7030504,11.4126769, Ooty
75.1483915,28.0558375, Mandawa
70.9191144,26.921761, Jaisalmer
73.0351433,26.2967719, Jodhpur
78.7505386,28.8650133, Maryada
83.16898894,19.9045137, Purushottam
76.0597217,32.5485701, Khajjiar
80.7993744,24.289214, Dolani
79.7043943,29.7712691, Jain
75.9611641,10.7065866, Ayirur
-122.2106864,47.703618, Kathakali
79.1151663,17.8495919, Telangana
73.01836742,26.2980001, Mehrangarh
81.57552603,28.94995605, Chamunda
73.0495828,33.2080996, Devi
88.69827695,27.3257569, GANGTOK
10.7190336,3.9986535, Dibang
78.82083629,33.706991, Pangong
77.48487446,34.82495245, Nubra
1.8191681,43.3448338, Mandore
12.3345898,45.4371908, Venice
79.8356831,10.9236687, Kailasanathar
100.83273,14.8971921, Tai
95.5729401,27.2889062, Khamyang
95.06426298,27.06971635, Charaideo
78.0782906,30.4569012, Mussoorie
93.2848263,23.6595998, Murlen
74.8736788,31.6343083, Amritsar
-0.12765,51.5073359, London
-80.75252763,28.2526915, Gatwick
87.20787306,25.30946375, Gopalpur
41.0025614,20.4955594, NSB
30.7433897,28.117915, Square
19.25705417,47.43863905, Tower
-83.6214408,31.7031592, Turner
73.02283,26.2863, Govind
73.9639227,32.6576632, Mandir
6.05426,46.2297064, Nataraja
79.1381497,10.7860267, Thanjavur
79.37173036,10.9645549, Kumbakonam
80.26122583,13.06264235, Taj
4.9833,44.5991, Manas
77.3464308,10.2240774, Mannavanur
73.9591629,15.2744076, Konkani
87.68485935,23.6802822, Chaiti
86.01164406,26.82102815, Chhath
82.98821332,28.23875675, Puja
76.7757161,21.1720349, Wari
26.904534,37.7034623, Chora
79.2843098,20.4147656, Tadoba
76.9149498,30.8042411, Pinjore
-102.3392806,41.6440533, garden
76.7356752,11.4006926, Doddabetta
-71.1348202,-54.0540254, Peak
76.7246645,11.3883385, Manthada
-0.3943799,9.6600005, Northern
92.8000844,24.8315811, Guwahati-Silchar
74.6244155,24.8837157, Chittorgarh
76.0544014,32.6207437, Khab
1.1252825,51.2455894, Bridge
-43.2001382,-22.9601343, Nyingma
-61.6197489,45.6093765, Monastery
91.863733,27.5879186, Tawang
94.5921326,28.0937702, Arunachal
79.69979037,12.84728785, Ekambaranathar
-1.3455117,49.2174798, Red
80.25,24.5, Panna
79.9259786,24.8515132, Khajuraho
79.9497702,23.1608938, Jabalpur
92.75192292,22.898553, Lunglei
3.7070719,43.935142, Ganges
26.4745645,45.35234, Anini
96.1667765,27.2368905, Pangsau
20.5775047,52.2088904, Pass
18.3517467,45.7888785, Old
-60.954661,13.7292351, Town
74.39212,34.04897, Gulmarg
-3.169464741,53.3968991, Landour
72.5797068,23.0216238, Ahmedabad
76.5982748,8.9586594, Ashtamudi
76.9270966,9.0231615, Kallada
93.81323764,24.5584253, Loktak
75.7393253,26.8931734, Chanakya
92.6538953,23.9343146, Khamrang
-88.3147539,41.7571701, Aurora
4.021761,50.1821204, Village
84.7301184,21.5370786, Deogarh
77.583333,27.633333, Mathura
79.5970954,17.9820644, Warangal
78.6422235,17.436614, Pocharam
-88.165028,31.845884, Wildlife
-108.0710881,50.9888638, Sanctuary
78.21174499,17.9375095, Medak
78.8662482,17.865788, Kondapochamma
78.75911361,23.80961225, Sagar
78.89611305,18.0055851, Siddipet
27.12263724,58.56927605, Rupsi
-94.3452461,42.7171946, Unique
88.9477937,25.2758033, Shri
81.02572814,16.21399145, Krishna
75.5034327,24.0134414, Parsi
75.7754716,11.2450558, Kozhikode
1.8883335,46.603354, France
77.401989,23.2584857, Bhopal
75.2357697,24.1681529, Nahargarh
-117.7434445,33.6996353, Journey
78.3695769,27.1242347, Yamuna
88.7566799,27.3754372, Tsomgo
88.8309565,27.3868116, Nathula
10.4339911,26.0198133, Gate
70.5381333,21.5142022, Girnar
-1.4288825,52.2274495, Ropeway
46.2393702,33.8450001, Sharif
74.8580917,32.7185614, Jammu
78.1452985,29.9384473, Haridwar
121.0093097,14.4206094, Silicon
73.8119741,15.5926511, Mapusa
27.5147504,-21.0244816, North-East
9.9300163,53.5591194, Odissi
92.4206519,27.264445, Bomdila
105.814,24.759, Kameng
80.7592749,24.260444, Maihar
80.7055827,29.9860404, Sharda
8.250506601,49.42844525, Kunzum
84.9937642,24.6962612, Bodh
-6.3143065,32.5005267, Sharika
74.8204443,34.0747444, Srinagar
79.5207617,29.3822832, Bhowali
7.4770924,48.6658393, Range
8.7876653,61.1529386, Norway
76.9193876,15.1433952, Bellary
-6.341041172,56.99764325, Ram
9.8058264,49.9354788, Mohan
87.2073972,23.13195425, Bankura
-156.730543,21.1350826, Kuala
112.6449129,-7.1510268, Lumpur
73.7894712,15.5485692, Saligao
76.57008924,32.32474705, Holi
36.90436133,-3.3253383,2
37.389973,38.135036, Malab
4.021761,50.1821204, village
76,29, Haryana
85.63255035,23.3498853, Gautamdhara
54.0808149,17.0162166, Dazzling
85.1445776,25.95322565, Vaishali
79.547882,29.3582395, Bharatpur
78.6677428,22.3511148, INDIA
87.6962424,23.661154, Bolpur
2.6030327,42.0092186, Amer
117.8902853,-2.4833826, Indonesia
91.1704736,29.6553895, Lhasa
8.10521,11.949607, Garo
10.4339911,26.0198133, Ghat
102.4437497,53.9288192, Holy
84.1137187,25.7240512, Ganga
5.86487,47.321, Pin
90.8749807,29.8556443, Bada
48.3109721,36.9768995, Bagh
10.8483819,49.7770116, Wind
94.7605282,27.4083154, Bogibeel
94.9019447,27.4844597, Dibrugarh
27.5147504,-21.0244816, Northeast
100.83273,14.8971921, Thailand
86.9163367,27.985688, Himalayas
-103.6666671,20.3333331, Jal
24.0456887,46.9752007, Mahal
74.6676564,33.8213888, Yusmarg
78.53166686,31.311645, Sangla
75.7449481,13.8552057, Vijayanagara
78.6757171,20.7736903, Dham
76.47458498,11.61912515, Mudumalai
84.06401818,21.5511333, Sasan
10.366667,9.433333, Gir
78.65242146,25.5301308, Jhansi
77.18097437,28.543904, Vikramshila
85.906508,25.6440845, BIHAR
78.780634,19.364612, Lakaram
80.1566039,17.2438499, Tankbund
-85.5880031,32.1965373, Suspension
80.333333,17.5, Khammam
87.89184423,24.8698827, Radhanagar
93,7, Nicobar
-9.088528017,52.7999972, Islands
77.0878766,31.2487174, Tattapani
97.7453061,64.6863136, Russia
79.5832854,17.1680521, Pillalamarri
77.95911462,16.69656855, Mahabubnagar
-88.4864316,37.3672744, Golconda
78.1021771,19.1762598, Kuntala
13.3888599,52.5170365, Berlin
83.73254275,24.890091, Rampur
88.4723676,27.0702869, Kalimpong
74.639,26.4691, Ajmer
-80.19362,25.7741728, Miami
121.1896613,14.6012578, Foliage
79.6480433,29.4720782, Mukteshwar
79.50454752,20.0967555, Chandrapur
77.1553898,31.1027322, Kalka-Shimla
32.91618595,2.2583763, Railway
76.5364551,32.4416691, Bharmour
23.3764845,47.9245019, Trip
46.0361584,39.1641722, Check
8.2033236,47.6164032, Full
8.4359967,55.0177399, List
29.1284576,40.8737263, Nizam
79.415612,9.1795265, Dhanushkodi
88.3200303,26.6988847, Bagdogra
31.2718321,49.4871968, Ukraine
43.0948497,40.6076749, Khasa
78.2657861,31.5525007, Kothi
91.6518737,26.1106884, Pamohi
46.4610855,36.2017503, Saheb
78.4783478,30.7526211, Gurudwara
-97.001038,55.001251, Man
69.4283474,22.13670885, Devbhumi
68.9742446,22.2471009, Dwarka
17.7578122,11.5024338, Africa
73.8225674,15.4702665, Taleigao
9.6826289,9.0583446, Plateau
91.7155406,25.2836679, Nohkalikai
70,23.583333, Kachchh
13.76105,15.5672, Balaram
79.324786,10.9560799, Swamimalai
77.590082,12.9767936, Bangalore
76.6553609,12.3051828, Mysore
91.7313137,25.2426195, Mawsmai
12.9283673,41.8179234, Cave
3.2553,45.9383, Surat
73.4918404,16.006814, Tarkarli
73.6522086,16.1357193, Sindhudurg
126.9782914,37.5666791, Sea
85.56153252,23.17788375, Bundu
78.93709278,7.67412475, Mannar
7.570191883,50.5253688, Intamin
-7.9332454,53.4198891, Sky
76.5955013,8.8879509, Kollam
-0.7663474,45.870484, Jai
-89.4734462,46.0382686, Vilas
85.33447132,23.6310786, Patratu
80.270186,13.0836939, Madras
9.0944928,41.6962188, Mela
84.1457033,24.8860861, Sujanpur
70.2179591,23.8750114, Dholavira
77.3764667,27.6481353, Barsana
85.0931482,28.031467, Uttar
-3.6646504,40.4350653, Garvi
-83.4970026,34.3378598, Banks
77.8275561,31.2121592, Pabbar
75.3992581,28.1287995, Jhunjhunu
-0.8801349,47.0617293, Shore
75.12618593,34.513197, Gurez
-85.4591636,42.172267, Pavilion
93.0000194,10.0001051, Andaman
25.6053789,46.07504305, Barot
75.9810382,32.5369084, Bakrota
93.6237291,27.0979659, Itanagar
100,60, Siberia
76.91941494,11.4689004, Kotagiri
0.05119245,52.1507987, Bakehouse
104.9254429,11.5491077, Mysterious
-80.2322706,25.9873137, Miramar
-0.3770964,6.446877, Eastern
77.210903,28.5929662, Safdarjung
4.6448461,52.2591382, Station
78.3433113,31.4605228, Devbhoomi
6.885423903,52.2233862, ITC
5.4866253,48.386104, Grand
75.504691,11.978705, Chola
76.2454436,9.9674277, Kochi
73.8544541,18.521428, Pune
74.7473232,13.3419169, Udupi
76.46087,12.36073, Beedu
32.5813539,0.3177137, Kambala
73.4016729,18.7548563, Lonavala
22.963223,46.5020501, Baba
76.22455302,10.47458245, Ambedkar
22.49106704,58.5826098, Poka
73.9583159,15.272923, Margao
96.010927,27.8343989, Alubari
-87.0905626,34.0662139, Trade
1.7324062,47.5490251, Centre
95.9003299,27.3829265, Jagun
79.2126824,9.2820256, Pamban
79.3125553,9.2844657, Rameshwaram
77.28300604,28.48366995, Surajkund
76.46399739,9.24488375, Grounds
39.0494106,34.6401861, Sham
77.6568546,34.398586, Khardung
-118.242766,34.0536909, La
76.2454436,9.9674277, Cochin
76.48587543,9.1996179, Alleppey
14.80244454,61.756683, Hamra
9.3916453,42.4687171, Monte
2.109477471,48.81513495, Chapel
2.213969831,48.9117629, Metro
74.6509942,34.7057923, LOSAR
92.76500717,26.61695705, Tezpur
92.9260825,26.6015194, Silghat
76.95331691,31.6723392, Mandi
35.12449292,0.22539325, Nandi
-10.2829359,6.1991776, Bull
-2.9190951,42.7008933, a.k.a
79.8537308,11.1452914, Poompuhar
7.4244099,48.4459088, Nawer
81.63886874,28.07577615, Pardesh
72.86351137,19.139603, Oberoi
73.6725331,24.5771831, Udaivilas
73.4569787,17.2826079, Ratnagiri
85.4207368,25.0299973, Rajgir
84.99139028,24.69593025, Mahabodhi
-0.169486431,51.50037455, Cultural
10.818651,64.4894161, Hanshelleren
10.62267841,64.52909185, Flatanger
28.9333328,-5.3, Mahila
23.4473358,52.8129414, Lady
-4.4578279,54.1678945, Dibru
95.39475075,27.68552085, Saikhowa
88.3644728,27.3051267, Ravangla
10.4478313,51.1638175, Germany
87.42742231,26.8810977, Rajarani
-73.6976304,41.392316, Crafts
79.2743668,30.723856, Chaukhamba
73.84017837,24.4754764, Rajashtan
78.6402465,25.3528706, Orchha
69.668339,23.2472446, Bhuj
75.5004841,30.9293211, Punjab
179.0122737,-18.1239696, Fiji
91.8532509,25.468723, Umiew
78.04466754,9.92425165, Samanar
86.4309638,23.7952809, Dhanbad
-81.4264987,37.9906638, United
14.178373,3.9894393, east
84.6897321,20.5431241, Odisha
-51.1303195,-22.9358181, Gandhi
95.53063473,27.52016575, Tinsukia
73.40555355,26.9741156, Khimsar
74.861097,26.5885585, Kishangarh
72.88229423,19.4404562, Vasai
73.1472445,21.2947722, Kevadia
32.6184301,0.2843537, Heritage
7.612471387,48.8519787, Walk
75.9909864,32.7287809, Triund
77.7340762,31.2258578, Rohru
-94.2000345,56.5050296, Bird
85.33965547,26.8940374, Madhopur
-5.862060447,56.45969865, Mall
92.7382905,23.7435236, Aizawl
-76.9014457,34.8785, Havelock
-86.000977,50.000678, Ontario
-122.7731134,49.0445584, Breeze
78.9467282,17.5840567, Yadagirigutta
79.21749353,16.8579636, Nalgonda
78.47170546,17.35758165, Chowmahalla
85.9129031,27.2869794, Bhadrakali
-1.8585089,52.469479, Hussain
24.1051846,56.9493977, Riga
5.71839,47.2885, Bay
2.7949886,41.9741672, Salt
-107.991707,61.0666922, Canada
79.8069488,10.91564885, Pondicherry
-2.365820406,53.80897165, Read
76.4302599,9.5949953, Kumarakom
7.7486093,50.6514806, Laad
33.9310166,1.4934636, Bazaar
77.8335428,30.9558336, Solang
12.6087481,52.4083719, Sanjay
78.7795194,10.0728444, Karaikudi
6.0949461,51.0641068, Ihm
83.92090397,24.6723487, Rohtas
144.6780052,-36.5986096, Victoria
-1.3761749,5.7244148, Central
75.2741,27.8503, Nawalgarh
90.3752098,23.8163596, Dear
75.3737973,11.8763836, Kannur
77.4612694,31.2547508, Narkanda
86.17351147,24.96785205, Jamui
76.0963944,13.0029475, Chennakeshava
88.3398223,22.6357323, Belur
72.8989244,19.48336, Delhi-Mumbai
-122.90024,50.086246, Expressway
76.92637867,28.32470955, Manesar
76.9470456,43.2462, Visit
80.6187022,22.2837106, Kanha
138.905801,-4.8442043, Seeh
85.3108169,26.94965225, Garuda
76.47967304,15.34174345, Pushkarini
103.9627289,1.3350804, Expo
77.3271074,28.5707841, Noida
78.0858156,32.2755973, Langza
-110.9001974,32.482131, Catalina
-114.044788,50.6445197, Foothills
-111.763275,34.395342, Arizona
106.7972421,-6.5962986, Baga
76.2981853,34.5907985, Lalung
13.0464806,47.7981346, 's
76.6314434,9.2200805, Manohar
83.0275999,25.3776274, Sarnath
85.3205817,27.708317, Kathmandu
13.5304175,52.50697055, Mishmi
76.5272855,30.1562971, Sadhan
88.5622309,27.2896125, Rumtek
139.2394179,36.5748441, Japan
76.95148768,10.39037115, Valparai
73.763253,15.5460146, Calangute
-79.2640912,41.5329762, Forest
92.2767673,27.403574, Sangti
15.5930859,45.9038696, Rann
-103.8693974,38.910548, Kutch
77.09236909,10.31234165, Anamalai
46.3326941,39.6887059, Mirik
73.9480748,15.308184, Nuvem
-81.76304108,26.11954745, Enchanting
79.8081783,12.0099267, Shanti
87.28354135,25.26518945, Kahalgaon
84.833333,26.583333, Champaran
49.6893884,34.0862719, Araku
-98.9805484,41.5595723, valley
79.84535682,12.3817023, Cheyyur
81.5249061,18.1517751, Sabari
77.5802564,30.9491261, Satha
20.55144,44.1534121, Sai
86.05935924,25.1677029, Lakhisarai
77.5860483,12.8960869, Magadha
10.2388429,47.9455572, Lachen
79.089691,30.0417376, Uttarakhand
104.8144914,12.5433216, Cambodia
13.67121218,60.20022195, Knon
77.51700182,31.78051415, Sainj
-94.87584089,32.38709125, Richest
25.32416,37.4260142, Luxurious
121.3768581,-3.8851205, Tamboli
76.1141235,29.288378, Rakhigarhi
55.448306,-20.8814493, Lakme
81.8406351,21.6637359, Chhattisgarh
77.4302284,23.254938, Pranjal
89.2347271,24.4780305, Dahiya
135.4612224,34.956602, Jio
174.7456809,-36.8535712, World
2.2966255,48.8373115, Convention
53.9994829,24.0002488, UAE
73.7210316,15.6553409, Ashvem
-154.9443484,63.2018266, Hidden
76.6035063,11.466415, Pykara
174.7772114,-41.2887953, Wellington
81.75988279,29.4776149, Bai
84.81589113,27.20507245, Gadi
75.73787069,11.6019576, Arambol
75.75,18.833333, Bir
88.71069078,28.02708845, Gurudongmar
78.22860646,31.57778595, Kalpa
11.1369957,44.5108304, Pragati
88.3414721,22.5505515, Maidan
82.7253661,28.4464516, Dharmsala
76.2671973,25.5120304, Chambal
120.9782618,14.5948914, Manila
-85.7564541,13.2024981, Cafe
28.9779768,-28.7143537, Crocodile
77.5,30.75, Sirmaur
-4.1140518,56.7861112, Scotland
79.66369723,11.4979403, Bhuvanagiri
83.9037895,24.9741738, Shivsagar
79.9413676,18.1932372, Mulugu
